transaction_id,customer_id,transaction_date,product,category,quantity,unit_price,total_amount,payment_method
2031,1,2025-03-04,Smartphone,Electronics,3,30000.00,90000.00,Card
2032,2,2025-03-22,Headphones,Electronics,1,2500.00,2500.00,Cash
2033,3,2025-04-25,Monitor,Electronics,2,12000.00,24000.00,"Net Banking"
2034,4,2025-05-21,Keyboard,Accessories,3,1800.00,5400.00,UPI
2035,5,2025-06-15,Mouse,Accessories,1,900.00,900.00,Card
2036,6,2025-07-08,Smartwatch,Electronics,2,7000.00,14000.00,Cash
2037,7,2025-08-03,Tablet,Electronics,3,22000.00,66000.00,"Net Banking"
2038,8,2025-08-30,Laptop,Electronics,1,55000.00,55000.00,UPI
2039,9,2025-09-24,Smartphone,Electronics,2,30000.00,60000.00,Card
2040,10,2025-10-20,Headphones,Electronics,3,2500.00,7500.00,Cash
2041,11,2025-11-14,Monitor,Electronics,1,12000.00,12000.00,"Net Banking"
2042,12,2025-12-14,Keyboard,Accessories,2,1800.00,3600.00,UPI
2043,13,2026-01-13,Mouse,Accessories,3,900.00,2700.00,Card
2044,14,2026-02-12,Smartwatch,Electronics,1,7000.00,7000.00,Cash
2045,15,2026-03-14,Tablet,Electronics,2,22000.00,44000.00,"Net Banking"
2046,16,2026-04-15,Laptop,Electronics,3,55000.00,165000.00,UPI
2047,17,2026-05-13,Smartphone,Electronics,1,30000.00,30000.00,Card
2048,18,2026-06-13,Headphones,Electronics,2,2500.00,5000.00,Cash
2049,19,2026-07-15,Monitor,Electronics,3,12000.00,36000.00,"Net Banking"
2050,20,2026-08-14,Keyboard,Accessories,1,1800.00,1800.00,UPI
2051,21,2024-11-30,Mouse,Accessories,2,900.00,1800.00,Card
2052,22,2024-12-14,Smartwatch,Electronics,3,7000.00,21000.00,Cash
2053,23,2024-12-28,Tablet,Electronics,1,22000.00,22000.00,"Net Banking"
2054,24,2025-01-11,Laptop,Electronics,2,55000.00,110000.00,UPI
2055,25,2025-01-25,Smartphone,Electronics,3,30000.00,90000.00,Card
2056,26,2025-02-08,Headphones,Electronics,1,2500.00,2500.00,Cash
2057,27,2025-02-22,Monitor,Electronics,2,12000.00,24000.00,"Net Banking"
2058,28,2025-03-08,Keyboard,Accessories,3,1800.00,5400.00,UPI
2059,29,2025-03-22,Mouse,Accessories,1,900.00,900.00,Card
2060,30,2025-04-05,Smartwatch,Electronics,2,7000.00,14000.00,Cash
2061,31,2025-04-19,Tablet,Electronics,3,22000.00,66000.00,"Net Banking"
2062,32,2025-05-03,Laptop,Electronics,1,55000.00,55000.00,UPI
2063,33,2025-05-17,Smartphone,Electronics,2,30000.00,60000.00,Card
2064,34,2025-05-31,Headphones,Electronics,3,2500.00,7500.00,Cash
2065,35,2025-06-14,Monitor,Electronics,1,12000.00,12000.00,"Net Banking"
2066,36,2025-06-28,Keyboard,Accessories,2,1800.00,3600.00,UPI
2067,37,2025-07-12,Mouse,Accessories,3,900.00,2700.00,Card
2068,38,2025-07-26,Smartwatch,Electronics,1,7000.00,7000.00,Cash
2069,39,2024-02-16,Tablet,Electronics,2,22000.00,44000.00,"Net Banking"
2070,40,2024-03-01,Laptop,Electronics,3,55000.00,165000.00,UPI
2071,41,2024-03-15,Smartphone,Electronics,1,30000.00,30000.00,Card
2072,42,2024-03-29,Headphones,Electronics,2,2500.00,5000.00,Cash
2073,43,2024-04-12,Monitor,Electronics,3,12000.00,36000.00,"Net Banking"
2074,44,2024-04-26,Keyboard,Accessories,1,1800.00,1800.00,UPI
2075,45,2024-05-10,Mouse,Accessories,2,900.00,1800.00,Card
2076,46,2024-05-24,Smartwatch,Electronics,3,7000.00,21000.00,Cash
2077,47,2024-06-07,Tablet,Electronics,1,22000.00,22000.00,"Net Banking"
2078,48,2024-06-21,Laptop,Electronics,2,55000.00,110000.00,UPI
2079,49,2024-07-05,Smartphone,Electronics,3,30000.00,90000.00,Card
2080,50,2024-07-19,Headphones,Electronics,1,2500.00,2500.00,Cash
2081,51,2024-08-02,Monitor,Electronics,2,12000.00,24000.00,"Net Banking"
2082,52,2024-08-16,Keyboard,Accessories,3,1800.00,5400.00,UPI
2083,53,2024-08-30,Mouse,Accessories,1,900.00,900.00,Card
2084,54,2024-09-13,Smartwatch,Electronics,2,7000.00,14000.00,Cash
2085,55,2024-09-27,Tablet,Electronics,3,22000.00,66000.00,"Net Banking"
2086,56,2024-10-11,Laptop,Electronics,1,55000.00,55000.00,UPI
2087,57,2024-10-25,Smartphone,Electronics,2,30000.00,60000.00,Card
2088,58,2024-11-08,Headphones,Electronics,3,2500.00,7500.00,Cash
2089,59,2024-11-22,Monitor,Electronics,1,12000.00,12000.00,"Net Banking"
2090,60,2024-12-06,Keyboard,Accessories,2,1800.00,3600.00,UPI
2091,61,2024-12-20,Mouse,Accessories,3,900.00,2700.00,Card
2092,62,2025-01-03,Smartwatch,Electronics,1,7000.00,7000.00,Cash
2093,63,2025-01-17,Tablet,Electronics,2,22000.00,44000.00,"Net Banking"
2094,64,2025-01-31,Laptop,Electronics,3,55000.00,165000.00,UPI
2095,65,2025-02-14,Smartphone,Electronics,1,30000.00,30000.00,Card
2096,66,2025-02-28,Headphones,Electronics,2,2500.00,5000.00,Cash
2097,67,2025-03-14,Monitor,Electronics,3,12000.00,36000.00,"Net Banking"
2098,68,2025-03-28,Keyboard,Accessories,1,1800.00,1800.00,UPI
2099,69,2025-04-11,Mouse,Accessories,2,900.00,1800.00,Card
2100,70,2025-04-25,Smartwatch,Electronics,3,7000.00,21000.00,Cash
2101,71,2025-05-09,Tablet,Electronics,1,22000.00,22000.00,"Net Banking"
2102,72,2025-05-23,Laptop,Electronics,2,55000.00,110000.00,UPI
2103,73,2025-06-06,Smartphone,Electronics,3,30000.00,90000.00,Card
2104,74,2025-06-20,Headphones,Electronics,1,2500.00,2500.00,Cash
2105,75,2025-07-04,Monitor,Electronics,2,12000.00,24000.00,"Net Banking"
2106,76,2025-07-18,Keyboard,Accessories,3,1800.00,5400.00,UPI
2107,77,2025-08-01,Mouse,Accessories,1,900.00,900.00,Card
2108,78,2025-08-15,Smartwatch,Electronics,2,7000.00,14000.00,Cash
2109,79,2025-08-29,Tablet,Electronics,3,22000.00,66000.00,"Net Banking"
2110,80,2024-03-21,Laptop,Electronics,1,55000.00,55000.00,UPI
2111,81,2024-04-04,Smartphone,Electronics,2,30000.00,60000.00,Card
2112,82,2024-04-18,Headphones,Electronics,3,2500.00,7500.00,Cash
2113,83,2024-05-02,Monitor,Electronics,1,12000.00,12000.00,"Net Banking"
2114,84,2024-05-16,Keyboard,Accessories,2,1800.00,3600.00,UPI
2115,85,2024-05-30,Mouse,Accessories,3,900.00,2700.00,Card
2116,86,2024-06-13,Smartwatch,Electronics,1,7000.00,7000.00,Cash
2117,87,2024-06-27,Tablet,Electronics,2,22000.00,44000.00,"Net Banking"
2118,88,2024-07-11,Laptop,Electronics,3,55000.00,165000.00,UPI
2119,89,2024-07-25,Smartphone,Electronics,1,30000.00,30000.00,Card
2120,90,2024-08-08,Headphones,Electronics,2,2500.00,5000.00,Cash
2121,91,2024-08-22,Monitor,Electronics,3,12000.00,36000.00,"Net Banking"
2122,92,2024-09-05,Keyboard,Accessories,1,1800.00,1800.00,UPI
2123,93,2024-09-19,Mouse,Accessories,2,900.00,1800.00,Card
2124,94,2024-10-03,Smartwatch,Electronics,3,7000.00,21000.00,Cash
2125,95,2024-10-17,Tablet,Electronics,1,22000.00,22000.00,"Net Banking"
2126,96,2024-10-31,Laptop,Electronics,2,55000.00,110000.00,UPI
2127,97,2024-11-14,Smartphone,Electronics,3,30000.00,90000.00,Card
2128,98,2024-11-28,Headphones,Electronics,1,2500.00,2500.00,Cash
2129,99,2024-12-12,Monitor,Electronics,2,12000.00,24000.00,"Net Banking"
2130,100,2024-12-26,Keyboard,Accessories,3,1800.00,5400.00,UPI
2131,101,2025-01-09,Mouse,Accessories,1,900.00,900.00,Card
2132,102,2025-01-23,Smartwatch,Electronics,2,7000.00,14000.00,Cash
2133,103,2025-02-06,Tablet,Electronics,3,22000.00,66000.00,"Net Banking"
2134,104,2025-02-20,Laptop,Electronics,1,55000.00,55000.00,UPI
2135,105,2025-03-06,Smartphone,Electronics,2,30000.00,60000.00,Card
2136,106,2025-03-20,Headphones,Electronics,3,2500.00,7500.00,Cash
2137,107,2025-04-03,Monitor,Electronics,1,12000.00,12000.00,"Net Banking"
2138,108,2025-04-17,Keyboard,Accessories,2,1800.00,3600.00,UPI
2139,109,2025-05-01,Mouse,Accessories,3,900.00,2700.00,Card
2140,110,2025-05-15,Smartwatch,Electronics,1,7000.00,7000.00,Cash
2141,111,2025-05-29,Tablet,Electronics,2,22000.00,44000.00,"Net Banking"
2142,112,2025-06-12,Laptop,Electronics,3,55000.00,165000.00,UPI
2143,113,2025-06-26,Smartphone,Electronics,1,30000.00,30000.00,Card
2144,114,2025-07-10,Headphones,Electronics,2,2500.00,5000.00,Cash
2145,115,2025-07-24,Monitor,Electronics,3,12000.00,36000.00,"Net Banking"
2146,116,2025-08-07,Keyboard,Accessories,1,1800.00,1800.00,UPI
2147,117,2025-08-21,Mouse,Accessories,2,900.00,1800.00,Card
2148,118,2025-09-04,Smartwatch,Electronics,3,7000.00,21000.00,Cash
2149,119,2025-09-18,Tablet,Electronics,1,22000.00,22000.00,"Net Banking"
2150,120,2025-10-02,Laptop,Electronics,2,55000.00,110000.00,UPI
2151,121,2025-10-16,Smartphone,Electronics,3,30000.00,90000.00,Card
2152,122,2024-05-08,Headphones,Electronics,1,2500.00,2500.00,Cash
2153,123,2024-05-22,Monitor,Electronics,2,12000.00,24000.00,"Net Banking"
2154,124,2024-06-05,Keyboard,Accessories,3,1800.00,5400.00,UPI
2155,125,2024-06-19,Mouse,Accessories,1,900.00,900.00,Card
2156,126,2024-07-03,Smartwatch,Electronics,2,7000.00,14000.00,Cash
2157,127,2024-07-17,Tablet,Electronics,3,22000.00,66000.00,"Net Banking"
2158,128,2024-07-31,Laptop,Electronics,1,55000.00,55000.00,UPI
2159,129,2024-08-14,Smartphone,Electronics,2,30000.00,60000.00,Card
2160,130,2024-08-28,Headphones,Electronics,3,2500.00,7500.00,Cash
2161,131,2024-09-11,Monitor,Electronics,1,12000.00,12000.00,"Net Banking"
2162,132,2024-09-25,Keyboard,Accessories,2,1800.00,3600.00,UPI
2163,133,2024-10-09,Mouse,Accessories,3,900.00,2700.00,Card
2164,134,2024-10-23,Smartwatch,Electronics,1,7000.00,7000.00,Cash
2165,135,2024-11-06,Tablet,Electronics,2,22000.00,44000.00,"Net Banking"
2166,136,2024-11-20,Laptop,Electronics,3,55000.00,165000.00,UPI
2167,137,2024-12-04,Smartphone,Electronics,1,30000.00,30000.00,Card
2168,138,2024-12-18,Headphones,Electronics,2,2500.00,5000.00,Cash
2169,139,2025-01-01,Monitor,Electronics,3,12000.00,36000.00,"Net Banking"
2170,140,2025-01-15,Keyboard,Accessories,1,1800.00,1800.00,UPI
2171,141,2025-01-29,Mouse,Accessories,2,900.00,1800.00,Card
2172,142,2025-02-12,Smartwatch,Electronics,3,7000.00,21000.00,Cash
2173,143,2025-02-26,Tablet,Electronics,1,22000.00,22000.00,"Net Banking"
2174,144,2025-03-12,Laptop,Electronics,2,55000.00,110000.00,UPI
2175,145,2025-03-26,Smartphone,Electronics,3,30000.00,90000.00,Card
2176,146,2025-04-09,Headphones,Electronics,1,2500.00,2500.00,Cash
2177,147,2025-04-23,Monitor,Electronics,2,12000.00,24000.00,"Net Banking"
2178,148,2025-05-07,Keyboard,Accessories,3,1800.00,5400.00,UPI
2179,149,2025-05-21,Mouse,Accessories,1,900.00,900.00,Card
2180,150,2025-06-04,Smartwatch,Electronics,2,7000.00,14000.00,Cash
2181,151,2025-06-18,Tablet,Electronics,3,22000.00,66000.00,"Net Banking"
2182,152,2025-07-02,Laptop,Electronics,1,55000.00,55000.00,UPI
2183,153,2025-07-16,Smartphone,Electronics,2,30000.00,60000.00,Card
2184,154,2025-07-30,Headphones,Electronics,3,2500.00,7500.00,Cash
2185,155,2025-08-13,Monitor,Electronics,1,12000.00,12000.00,"Net Banking"
2186,156,2025-08-27,Keyboard,Accessories,2,1800.00,3600.00,UPI
2187,157,2025-09-10,Mouse,Accessories,3,900.00,2700.00,Card
2188,158,2025-09-24,Smartwatch,Electronics,1,7000.00,7000.00,Cash
2189,159,2025-10-08,Tablet,Electronics,2,22000.00,44000.00,"Net Banking"
2190,160,2025-10-22,Laptop,Electronics,3,55000.00,165000.00,UPI
2191,161,2025-11-05,Smartphone,Electronics,1,30000.00,30000.00,Card
2192,162,2025-11-19,Headphones,Electronics,2,2500.00,5000.00,Cash
2193,163,2025-12-03,Monitor,Electronics,3,12000.00,36000.00,"Net Banking"
2194,164,2024-06-25,Keyboard,Accessories,1,1800.00,1800.00,UPI
2195,165,2024-07-09,Mouse,Accessories,2,900.00,1800.00,Card
2196,166,2024-07-23,Smartwatch,Electronics,3,7000.00,21000.00,Cash
2197,167,2024-08-06,Tablet,Electronics,1,22000.00,22000.00,"Net Banking"
2198,168,2024-08-20,Laptop,Electronics,2,55000.00,110000.00,UPI
2199,169,2024-09-03,Smartphone,Electronics,3,30000.00,90000.00,Card
2200,170,2024-09-17,Headphones,Electronics,1,2500.00,2500.00,Cash
2201,171,2024-10-01,Monitor,Electronics,2,12000.00,24000.00,"Net Banking"
2202,172,2024-10-15,Keyboard,Accessories,3,1800.00,5400.00,UPI
2203,173,2024-10-29,Mouse,Accessories,1,900.00,900.00,Card
2204,174,2024-11-12,Smartwatch,Electronics,2,7000.00,14000.00,Cash
2205,175,2024-11-26,Tablet,Electronics,3,22000.00,66000.00,"Net Banking"
2206,176,2024-12-10,Laptop,Electronics,1,55000.00,55000.00,UPI
2207,177,2024-12-24,Smartphone,Electronics,2,30000.00,60000.00,Card
2208,178,2025-01-07,Headphones,Electronics,3,2500.00,7500.00,Cash
2209,179,2025-01-21,Monitor,Electronics,1,12000.00,12000.00,"Net Banking"
2210,180,2025-02-04,Keyboard,Accessories,2,1800.00,3600.00,UPI
2211,181,2025-02-18,Mouse,Accessories,3,900.00,2700.00,Card
2212,182,2025-03-04,Smartwatch,Electronics,1,7000.00,7000.00,Cash
2213,183,2025-03-18,Tablet,Electronics,2,22000.00,44000.00,"Net Banking"
2214,184,2025-04-01,Laptop,Electronics,3,55000.00,165000.00,UPI
2215,185,2025-04-15,Smartphone,Electronics,1,30000.00,30000.00,Card
2216,186,2025-04-29,Headphones,Electronics,2,2500.00,5000.00,Cash
2217,187,2025-05-13,Monitor,Electronics,3,12000.00,36000.00,"Net Banking"
2218,188,2025-05-27,Keyboard,Accessories,1,1800.00,1800.00,UPI
2219,189,2025-06-10,Mouse,Accessories,2,900.00,1800.00,Card
2220,190,2025-06-24,Smartwatch,Electronics,3,7000.00,21000.00,Cash
2221,191,2025-07-08,Tablet,Electronics,1,22000.00,22000.00,"Net Banking"
2222,192,2025-07-22,Laptop,Electronics,2,55000.00,110000.00,UPI
2223,193,2025-08-05,Smartphone,Electronics,3,30000.00,90000.00,Card
2224,194,2025-08-19,Headphones,Electronics,1,2500.00,2500.00,Cash
2225,195,2025-09-02,Monitor,Electronics,2,12000.00,24000.00,"Net Banking"
2226,196,2025-09-16,Keyboard,Accessories,3,1800.00,5400.00,UPI
2227,197,2025-09-30,Mouse,Accessories,1,900.00,900.00,Card
2228,198,2025-10-14,Smartwatch,Electronics,2,7000.00,14000.00,Cash
2229,199,2025-10-28,Tablet,Electronics,3,22000.00,66000.00,"Net Banking"
2230,200,2025-11-11,Laptop,Electronics,1,55000.00,55000.00,UPI
2231,201,2025-11-25,Smartphone,Electronics,2,30000.00,60000.00,Card
2232,202,2025-12-09,Headphones,Electronics,3,2500.00,7500.00,Cash
2233,203,2025-12-23,Monitor,Electronics,1,12000.00,12000.00,"Net Banking"
2234,204,2026-01-06,Keyboard,Accessories,2,1800.00,3600.00,UPI
2235,205,2024-07-29,Mouse,Accessories,3,900.00,2700.00,Card
2236,206,2024-08-12,Smartwatch,Electronics,1,7000.00,7000.00,Cash
2237,207,2024-08-26,Tablet,Electronics,2,22000.00,44000.00,"Net Banking"
2238,208,2024-09-09,Laptop,Electronics,3,55000.00,165000.00,UPI
2239,209,2024-09-23,Smartphone,Electronics,1,30000.00,30000.00,Card
2240,210,2024-10-07,Headphones,Electronics,2,2500.00,5000.00,Cash
2241,211,2024-10-21,Monitor,Electronics,3,12000.00,36000.00,"Net Banking"
2242,212,2024-11-04,Keyboard,Accessories,1,1800.00,1800.00,UPI
2243,213,2024-11-18,Mouse,Accessories,2,900.00,1800.00,Card
2244,214,2024-12-02,Smartwatch,Electronics,3,7000.00,21000.00,Cash
2245,215,2024-12-16,Tablet,Electronics,1,22000.00,22000.00,"Net Banking"
2246,216,2024-12-30,Laptop,Electronics,2,55000.00,110000.00,UPI
2247,217,2025-01-13,Smartphone,Electronics,3,30000.00,90000.00,Card
2248,218,2025-01-27,Headphones,Electronics,1,2500.00,2500.00,Cash
2249,219,2025-02-10,Monitor,Electronics,2,12000.00,24000.00,"Net Banking"
2250,220,2025-02-24,Keyboard,Accessories,3,1800.00,5400.00,UPI
2251,221,2025-03-10,Mouse,Accessories,1,900.00,900.00,Card
2252,222,2025-03-24,Smartwatch,Electronics,2,7000.00,14000.00,Cash
2253,223,2025-04-07,Tablet,Electronics,3,22000.00,66000.00,"Net Banking"
2254,224,2025-04-21,Laptop,Electronics,1,55000.00,55000.00,UPI
2255,225,2025-05-05,Smartphone,Electronics,2,30000.00,60000.00,Card
2256,226,2025-05-19,Headphones,Electronics,3,2500.00,7500.00,Cash
2257,227,2025-06-02,Monitor,Electronics,1,12000.00,12000.00,"Net Banking"
2258,228,2025-06-16,Keyboard,Accessories,2,1800.00,3600.00,UPI
2259,229,2025-06-30,Mouse,Accessories,3,900.00,2700.00,Card
2260,230,2025-07-14,Smartwatch,Electronics,1,7000.00,7000.00,Cash
2261,231,2025-07-28,Tablet,Electronics,2,22000.00,44000.00,"Net Banking"
2262,232,2025-08-11,Laptop,Electronics,3,55000.00,165000.00,UPI
2263,233,2025-08-25,Smartphone,Electronics,1,30000.00,30000.00,Card
2264,234,2025-09-08,Headphones,Electronics,2,2500.00,5000.00,Cash
2265,235,2025-09-22,Monitor,Electronics,3,12000.00,36000.00,"Net Banking"
2266,236,2025-10-06,Keyboard,Accessories,1,1800.00,1800.00,UPI
2267,237,2025-10-20,Mouse,Accessories,2,900.00,1800.00,Card
2268,238,2025-11-03,Smartwatch,Electronics,3,7000.00,21000.00,Cash
2269,239,2025-11-17,Tablet,Electronics,1,22000.00,22000.00,"Net Banking"
2270,240,2025-12-01,Laptop,Electronics,2,55000.00,110000.00,UPI
2271,241,2025-12-15,Smartphone,Electronics,3,30000.00,90000.00,Card
2272,242,2025-12-29,Headphones,Electronics,1,2500.00,2500.00,Cash
2273,243,2026-01-12,Monitor,Electronics,2,12000.00,24000.00,"Net Banking"
2274,244,2026-01-26,Keyboard,Accessories,3,1800.00,5400.00,UPI
2275,245,2026-02-09,Mouse,Accessories,1,900.00,900.00,Card
2276,246,2026-02-23,Smartwatch,Electronics,2,7000.00,14000.00,Cash
2277,247,2024-09-15,Tablet,Electronics,3,22000.00,66000.00,"Net Banking"
2278,248,2024-09-29,Laptop,Electronics,1,55000.00,55000.00,UPI
2279,249,2024-10-13,Smartphone,Electronics,2,30000.00,60000.00,Card
2280,250,2024-10-27,Headphones,Electronics,3,2500.00,7500.00,Cash
2281,251,2024-11-10,Monitor,Electronics,1,12000.00,12000.00,"Net Banking"
2282,252,2024-11-24,Keyboard,Accessories,2,1800.00,3600.00,UPI
2283,253,2024-12-08,Mouse,Accessories,3,900.00,2700.00,Card
2284,254,2024-12-22,Smartwatch,Electronics,1,7000.00,7000.00,Cash
2285,255,2025-01-05,Tablet,Electronics,2,22000.00,44000.00,"Net Banking"
2286,256,2025-01-19,Laptop,Electronics,3,55000.00,165000.00,UPI
2287,257,2025-02-02,Smartphone,Electronics,1,30000.00,30000.00,Card
2288,258,2025-02-16,Headphones,Electronics,2,2500.00,5000.00,Cash
2289,259,2025-03-02,Monitor,Electronics,3,12000.00,36000.00,"Net Banking"
2290,260,2025-03-16,Keyboard,Accessories,1,1800.00,1800.00,UPI
2291,261,2025-03-30,Mouse,Accessories,2,900.00,1800.00,Card
2292,262,2025-04-13,Smartwatch,Electronics,3,7000.00,21000.00,Cash
2293,263,2025-04-27,Tablet,Electronics,1,22000.00,22000.00,"Net Banking"
2294,264,2025-05-11,Laptop,Electronics,2,55000.00,110000.00,UPI
2295,265,2025-05-25,Smartphone,Electronics,3,30000.00,90000.00,Card
2296,266,2025-06-08,Headphones,Electronics,1,2500.00,2500.00,Cash
2297,267,2025-06-22,Monitor,Electronics,2,12000.00,24000.00,"Net Banking"
2298,268,2025-07-06,Keyboard,Accessories,3,1800.00,5400.00,UPI
2299,269,2025-07-20,Mouse,Accessories,1,900.00,900.00,Card
2300,270,2025-08-03,Smartwatch,Electronics,2,7000.00,14000.00,Cash
2301,271,2025-08-17,Tablet,Electronics,3,22000.00,66000.00,"Net Banking"
2302,272,2025-08-31,Laptop,Electronics,1,55000.00,55000.00,UPI
2303,273,2025-09-14,Smartphone,Electronics,2,30000.00,60000.00,Card
2304,274,2025-09-28,Headphones,Electronics,3,2500.00,7500.00,Cash
2305,275,2025-10-12,Monitor,Electronics,1,12000.00,12000.00,"Net Banking"
2306,276,2025-10-26,Keyboard,Accessories,2,1800.00,3600.00,UPI
2307,277,2025-11-09,Mouse,Accessories,3,900.00,2700.00,Card
2308,278,2025-11-23,Smartwatch,Electronics,1,7000.00,7000.00,Cash
2309,279,2025-12-07,Tablet,Electronics,2,22000.00,44000.00,"Net Banking"
2310,280,2025-12-21,Laptop,Electronics,3,55000.00,165000.00,UPI
2311,281,2026-01-04,Smartphone,Electronics,1,30000.00,30000.00,Card
2312,282,2026-01-18,Headphones,Electronics,2,2500.00,5000.00,Cash
2313,283,2026-02-01,Monitor,Electronics,3,12000.00,36000.00,"Net Banking"
2314,284,2026-02-15,Keyboard,Accessories,1,1800.00,1800.00,UPI
2315,285,2026-03-01,Mouse,Accessories,2,900.00,1800.00,Card
2316,286,2026-03-15,Smartwatch,Electronics,3,7000.00,21000.00,Cash
2317,287,2026-03-29,Tablet,Electronics,1,22000.00,22000.00,"Net Banking"
2318,288,2024-10-19,Laptop,Electronics,2,55000.00,110000.00,UPI
2319,289,2024-11-02,Smartphone,Electronics,3,30000.00,90000.00,Card
2320,290,2024-11-16,Headphones,Electronics,1,2500.00,2500.00,Cash
2321,291,2024-11-30,Monitor,Electronics,2,12000.00,24000.00,"Net Banking"
2322,292,2024-12-14,Keyboard,Accessories,3,1800.00,5400.00,UPI
2323,293,2024-12-28,Mouse,Accessories,1,900.00,900.00,Card
2324,294,2025-01-11,Smartwatch,Electronics,2,7000.00,14000.00,Cash
2325,295,2025-01-25,Tablet,Electronics,3,22000.00,66000.00,"Net Banking"
2326,296,2025-02-08,Laptop,Electronics,1,55000.00,55000.00,UPI
2327,297,2025-02-22,Smartphone,Electronics,2,30000.00,60000.00,Card
2328,298,2025-03-08,Headphones,Electronics,3,2500.00,7500.00,Cash
2329,299,2025-03-22,Monitor,Electronics,1,12000.00,12000.00,"Net Banking"
2330,300,2025-04-05,Keyboard,Accessories,2,1800.00,3600.00,UPI
2331,301,2025-04-19,Mouse,Accessories,3,900.00,2700.00,Card
2332,302,2025-05-03,Smartwatch,Electronics,1,7000.00,7000.00,Cash
2333,303,2025-05-17,Tablet,Electronics,2,22000.00,44000.00,"Net Banking"
2334,304,2025-05-31,Laptop,Electronics,3,55000.00,165000.00,UPI
2335,305,2025-06-14,Smartphone,Electronics,1,30000.00,30000.00,Card
2336,306,2025-06-28,Headphones,Electronics,2,2500.00,5000.00,Cash
2337,307,2025-07-12,Monitor,Electronics,3,12000.00,36000.00,"Net Banking"
2338,308,2025-07-26,Keyboard,Accessories,1,1800.00,1800.00,UPI
2339,309,2025-08-09,Mouse,Accessories,2,900.00,1800.00,Card
2340,310,2025-08-23,Smartwatch,Electronics,3,7000.00,21000.00,Cash
2341,311,2025-09-06,Tablet,Electronics,1,22000.00,22000.00,"Net Banking"
2342,312,2025-09-20,Laptop,Electronics,2,55000.00,110000.00,UPI
2343,313,2025-10-04,Smartphone,Electronics,3,30000.00,90000.00,Card
2344,314,2025-10-18,Headphones,Electronics,1,2500.00,2500.00,Cash
2345,315,2025-11-01,Monitor,Electronics,2,12000.00,24000.00,"Net Banking"
2346,316,2025-11-15,Keyboard,Accessories,3,1800.00,5400.00,UPI
2347,317,2025-11-29,Mouse,Accessories,1,900.00,900.00,Card
2348,318,2025-12-13,Smartwatch,Electronics,2,7000.00,14000.00,Cash
2349,319,2025-12-27,Tablet,Electronics,3,22000.00,66000.00,"Net Banking"
2350,320,2026-01-10,Laptop,Electronics,1,55000.00,55000.00,UPI
2351,321,2026-01-24,Smartphone,Electronics,2,30000.00,60000.00,Card
2352,322,2026-02-07,Headphones,Electronics,3,2500.00,7500.00,Cash
2353,323,2026-02-21,Monitor,Electronics,1,12000.00,12000.00,"Net Banking"
2354,324,2026-03-07,Keyboard,Accessories,2,1800.00,3600.00,UPI
2355,325,2026-03-21,Mouse,Accessories,3,900.00,2700.00,Card
2356,326,2026-04-04,Smartwatch,Electronics,1,7000.00,7000.00,Cash
2357,327,2026-04-18,Tablet,Electronics,2,22000.00,44000.00,"Net Banking"
2358,328,2026-05-02,Laptop,Electronics,3,55000.00,165000.00,UPI
2359,329,2026-05-16,Smartphone,Electronics,1,30000.00,30000.00,Card
2360,330,2024-12-06,Headphones,Electronics,2,2500.00,5000.00,Cash
2361,331,2024-12-20,Monitor,Electronics,3,12000.00,36000.00,"Net Banking"
2362,332,2025-01-03,Keyboard,Accessories,1,1800.00,1800.00,UPI
2363,333,2025-01-17,Mouse,Accessories,2,900.00,1800.00,Card
2364,334,2025-01-31,Smartwatch,Electronics,3,7000.00,21000.00,Cash
2365,335,2025-02-14,Tablet,Electronics,1,22000.00,22000.00,"Net Banking"
2366,336,2025-02-28,Laptop,Electronics,2,55000.00,110000.00,UPI
2367,337,2025-03-14,Smartphone,Electronics,3,30000.00,90000.00,Card
2368,338,2025-03-28,Headphones,Electronics,1,2500.00,2500.00,Cash
2369,339,2025-04-11,Monitor,Electronics,2,12000.00,24000.00,"Net Banking"
2370,340,2025-04-25,Keyboard,Accessories,3,1800.00,5400.00,UPI
2371,341,2025-05-09,Mouse,Accessories,1,900.00,900.00,Card
2372,342,2025-05-23,Smartwatch,Electronics,2,7000.00,14000.00,Cash
2373,343,2025-06-06,Tablet,Electronics,3,22000.00,66000.00,"Net Banking"
2374,344,2025-06-20,Laptop,Electronics,1,55000.00,55000.00,UPI
2375,345,2025-07-04,Smartphone,Electronics,2,30000.00,60000.00,Card
2376,346,2025-07-18,Headphones,Electronics,3,2500.00,7500.00,Cash
2377,347,2025-08-01,Monitor,Electronics,1,12000.00,12000.00,"Net Banking"
2378,348,2025-08-15,Keyboard,Accessories,2,1800.00,3600.00,UPI
2379,349,2025-08-29,Mouse,Accessories,3,900.00,2700.00,Card
2380,350,2025-09-12,Smartwatch,Electronics,1,7000.00,7000.00,Cash
2381,351,2025-09-26,Tablet,Electronics,2,22000.00,44000.00,"Net Banking"
2382,352,2025-10-10,Laptop,Electronics,3,55000.00,165000.00,UPI
2383,353,2025-10-24,Smartphone,Electronics,1,30000.00,30000.00,Card
2384,354,2025-11-07,Headphones,Electronics,2,2500.00,5000.00,Cash
2385,355,2025-11-21,Monitor,Electronics,3,12000.00,36000.00,"Net Banking"
2386,356,2025-12-05,Keyboard,Accessories,1,1800.00,1800.00,UPI
2387,357,2025-12-19,Mouse,Accessories,2,900.00,1800.00,Card
